178,38850188800069,โอเมก้า รสหวาน 180มล./หีบ36กล่อง,0,330,7
179,38850250001660,อายิโนะโมะโต๊ะ 85 กรัม/หีบ,0,0,7
180,38850304081273,นีโอบัน/กล่อง 20-10 แผ่น,0,175,1
181,38851123426313,ลูกอมโอเล่ แตงโม/หีบ,0,0,7
182,400888166838,สบู่วาสลีน สีเหลือง/ก้อน,0,0,7
183,42184706,Nivea whitening ลูกกลิ้ง,40,42,10
184,444010011,ตู้ยา,490,490,6
185,44409011,แก้วพลาสติก,28,28,3
186,44409012,เครื่องดื่ม20.-,20,20,3
187,44409208,ปลาไผ่/500กรัม,58,60,4
188,44409224,เข็ม/โหล,50,50,4
189,44410001,4ที เชล์ 1ลิตร/ลัง,970,970,6
190,4441001,ร้องเท้ายูกิ,90,95,-5
191,4441002,สะต๊าดดอย,50,55,-5
192,4441003,ADDA ดี,95,98,1
193,44490,ขนมกรอบ5.-/ลัง12ห่อ,575,580,-36
194,44490000,ไข่เบอร์0/แผง30ฟอง,0,110,7
195,44490001,ไข่เบอร์1/แผง30ฟอง,0,105,7
196,44490002,ไข่เบอร์2/แผง30ฟอง,0,103,-147
197,44490003,ไข่เบอร์3/แผง30ฟอง,0,98,-221
198,44490004,ไข่เบอร์4/แผง30ฟอง,0,89,-58
199,44490005,ไข่เบอร์5/แผง30ฟอง,0,75,-181
200,44490006,ปลาทูหนึ่ง/ห่อ10แข่ง,75,80,-276
201,44490007,จิ้นส้มก้อน/ห่อ10ชิ้น,75,80,-52
202,44490008,ปลาทูเค็ม/ลัง10กก.,360,400,-30
203,44490009,ปลาทูเค็ม/กก.,46,48,-18
204,44490010,ปลาทูเค็ม/500ก.,23,25,7
205,44490011,ปลาเค็ม/กก.,140,160,-3
206,44490012,ปลาเค็ม/500ก.,70,78,-3
207,44490013,ปลาเค็ม/250ก.,35,40,7
208,44490014,ปลาซิวแก้ว/กก.,230,250,6
209,44490015,ปลาซิวแก้ว/500ก.,115,125,7
210,44490016,ปลาซิวแก้ว/250ก.,59,60,7
211,44490017,ปลาทูเล็ก/ถุง10กก.,380,400,-110
212,44490018,ปลาทูเล็ก/กก.,40,48,5
213,44490019,ปลาทูเล็ก/500ก.,20,25,2
214,44490020,ปลาวง/กก.,280,290,7
215,44490021,ปลาวง/500ก.,140,160,6
216,44490022,ปลาวง/250ก.,70,80,6
217,44490023,ปลาวงยักษ์/กก.,180,190,7
218,44490024,ปลาวงยักษ์/500ก.,90,95,7
219,44490025,ปลาวงยักษ์/250ก.,45,50,7
220,44490026,ลูกชิ้นหมูเขียว/กก.,55,60,-53
221,44490027,ลูกชิ้นหมูแดง/กก.,50,55,-182
222,44490028,ลูกชิ้นเอ็นหมู/กก.,55,60,-7
223,44490029,ลูกชิ้นเนื้อ/กก.,55,60,-13
224,44490030,ลูกชิ้นเอ็นเนื้อ/กก.,55,60,6
225,44490031,ลูกชิ้นจำโบ้/กก.,55,60,-3
226,44490032,หมูยอยก้อน/กก.,55,60,-9
227,44490033,หมูยอยแผ่นคู่/กก.,55,60,-105
228,44490034,ไส้กรอกรมควัน/กก.,55,60,-80
229,44490035,แหนมแท่ง/มัด10แท่ง,100,105,2
230,44490036,เหมี้ยงออม/ห่อ10กำ,170,180,7
231,44490037,เหมี้ยงออม/กำ,17,20,5
232,44490038,หมากขาว/กก.,85,90,-9
233,44490039,หมากขาว/500ก.,43,45,7
234,44490040,หมากแดง/กก.,60,65,7
235,44490041,หมากแดง/500ก.,60,35,7
236,44490042,ปลาแห้งหัวตัด/กก.,220,230,6
237,44490043,ปลาแห้งหัวตัด/500ก.,110,120,7
238,44490044,ปลาแห้งหัวตัด/250ก.,55,60,6
239,44490045,ถั่วแผ่น/ถุง8กก.,385,400,7
240,44490046,ถั่วแผ่น/กก.,50,55,5
241,44490047,ถั่วแผ่น/500ก.,25,28,7
242,44490048,กระปิแบบปิ๊บ/ปิ๊บ,400,420,6
243,44490049,กระปิแบบถัง/ถัง,420,440,5
244,44490050,กระปิ/กก.,23,25,-13
245,44490051,กระปิ/500ก.,11,13,7
246,44490052,แคบหมู5.-/พวงใหญ่5พวงห,180,190,-38
247,44490053,แคบหมู5.-/พวง10ห่อ,35,40,4
248,44490054,แคบหมู1.-/ถุงใหญ่4ถุง,0,720,0
249,44490055,แคบหมู1.-/ถุง20พวง,0,180,-20
250,44490056,แคบหมูขุนยวม10.-/ห่อ,85,90,-8
251,44490057,แคบหมูขุนยวม5.-/ห่อ,95,100,-9
252,44490058,แคบหมูไร้มัน/ถุง10พวง,180,190,-6
253,44490059,แคบหมูไร้มัน/พวง10ชิ้น,38,40,7
254,44490062,ชาธรรมดา/กก.,115,120,6
255,44490063,ชาธรรมดา/500ก.,58,60,7
256,44490064,ชาเขียวพิเศษ/กก.,145,150,3
257,44490065,ชาเขียวพิเศษ/500ก.,63,65,6
258,44490066,เม็ดทานตะวัน/ถุง10กก.,680,730,6
259,44490067,เม็ดทานตะวัน/กก.,70,75,6
260,44490068,เม็ดทานตะวัน/500ก.,73,75,7
261,44490069,ถั่วปากอ้า/ถุง10กก.,390,500,7
262,44490070,ถั่วปากอ้า/กก.,40,50,7
263,44490071,ถั่วปากอ้า/500ก.,20,25,6
264,44490072,น้ำอ้อยห่อตอง/แพก10กก.,270,280,5
265,44490073,น้ำอ้อยห่อตอง/กก.,28,30,7
266,44490074,แปะโย่/ถุง25ห่อ,550,575,7
267,44490075,แปะโย่/ห่อ,22,25,3
268,44490076,ขนมเส้นแห้ง/กระสอบ50ถุง,510,550,-1
269,44490077,ขนมเส้นแห้ง/ถุง,12,14,-3
270,44490078,ข้าวซอยห่อยาว/กล่อง50ถุง,510,550,5
271,44490079,ข้าวซอยห่อยาว/ถุง,12,14,7
272,44490080,ปังปิ๊บแบ่งขาย/ห่อ,38,40,1
273,44490081,สาคู200กรัม/กระสอบ,0,0,7
274,44490082,สาคู200กรัม/ถุง,7,7.8,-6
